id,name_a,name_b,long,lat
6051,Combee / Edgewood,East Magnolia Street,-9117954.447394451,3255320.772155046
6960,Combee / Edgewood,East Memorial Boulevard,-9122072.912331432,3255911.1018765373
6968,Combee / Edgewood,East Parker Street,-9122070.99763619,3255460.8722274043
6962,Combee / Edgewood,East Parker Street,-9121831.916765813,3255463.2814517133
6902,Combee / Edgewood,East Parker Street,-9121606.906679071,3255466.6493209675
7487,Combee / Edgewood,East Pine Street,-9123443.745068856,3254764.220715074
4297,Combee / Edgewood,Edgewood Drive South,-9118410.367500944,3250493.5830641366
5430,Combee / Edgewood,Ellis Avenue,-9117928.020147337,3250295.898674568
8682,Combee / Edgewood,Emma Street,-9123887.698330088,3255686.773555428
4457,Combee / Edgewood,Exchange Avenue,-9117935.033275256,3251467.44576202
4081,Combee / Edgewood,Fairchild Road,-9121587.871046146,3250397.905376835
3699,Combee / Edgewood,Fairmount Avenue,-9122572.569865856,3250398.712355037
5428,Combee / Edgewood,Fletcher Avenue,-9117927.352230392,3250180.4012814094
6144,Combee / Edgewood,Florida State Road 659,-9117948.502933644,3254373.8637813106
6749,Combee / Edgewood,Gary Road,-9121321.060490614,3255243.425728716
7305,Combee / Edgewood,George Jenkins Boulevard,-9123883.156494863,3255216.8994874023
8589,Combee / Edgewood,George Jenkins Boulevard,-9123883.123099018,3255237.964068513
7291,Combee / Edgewood,George Jenkins Boulevard,-9123461.856750008,3255220.96103882
3817,Combee / Edgewood,Glendale Street,-9123406.775865965,3249940.2681968673
6048,Combee / Edgewood,Golfview Street,-9117958.299048832,3255664.8379161716
6043,Combee / Edgewood,Golfview Street,-9117957.631131887,3255645.9170367443
4116,Combee / Edgewood,Handley Boulevard,-9120965.294529987,3250399.859777251
5678,Combee / Edgewood,Hardin Combee Road,-9117959.378847893,3255937.4276487343
6288,Combee / Edgewood,Haywood Street,-9117941.612257162,3253123.760389194
6286,Combee / Edgewood,Hendersonville Road,-9117942.380361648,3253234.0994287427
3891,Combee / Edgewood,Hillsboro Street,-9123410.382617464,3249426.111454593
6816,Combee / Edgewood,Holly Place,-9120396.418536186,3255180.471714159
5433,Combee / Edgewood,Hydromine Spur,-9117930.458044184,3250763.3831462734
3092,Combee / Edgewood,Imperial Boulevard,-9123762.864653112,3249208.408585154
3862,Combee / Edgewood,Imperial Boulevard,-9123757.732824588,3249197.9061836335
4446,Combee / Edgewood,Industrial Park Drive,-9117939.753221665,3251972.0201577973
6857,Combee / Edgewood,Interlachen Parkway,-9120727.594021296,3255206.20323359
6854,Combee / Edgewood,Interlachen Parkway,-9120689.322380362,3255203.6805334482
6860,Combee / Edgewood,Interlachen Parkway,-9120651.11753112,3255201.6623736727
6023,Combee / Edgewood,Kelly Lane,-9117961.638633557,3256389.439164137
6178,Combee / Edgewood,Kennedy Road,-9117946.677293994,3253914.768251094
4428,Combee / Edgewood,Kiwanis Avenue,-9117935.511949066,3251749.030590096
6921,Combee / Edgewood,Lake Parker Avenue,-9121621.556324061,3255466.876368363
6712,Combee / Edgewood,Lake Parker Avenue,-9121620.71029593,3255239.0614457903
6925,Combee / Edgewood,Lake Parker Avenue,-9121606.906679071,3255466.6493209675
6907,Combee / Edgewood,Lake Parker Avenue,-9121605.548581284,3255239.2254217137
4079,Combee / Edgewood,Lake to Lake Bikeway,-9122136.564816266,3250398.4097382054
4080,Combee / Edgewood,Lake to Lake Bikeway,-9120672.980679112,3250400.175003151
8530,Combee / Edgewood,Lake Wire Drive,-9123842.536012672,3254667.743525895
7316,Combee / Edgewood,Lake Wire Drive,-9123590.052275605,3254780.277189285
4293,Combee / Edgewood,Lakeland Highlands Road,-9119779.764216935,3250431.4706669194
7061,Combee / Edgewood,Lakeland Hills Boulevard,-9123104.510052612,3255899.913123476
7055,Combee / Edgewood,Lakeland Hills Corridor,-9123104.510052612,3255899.913123476
10340,Combee / Edgewood,Lakeland Lateral,-9117970.054796182,3256856.383727752
7021,Combee / Edgewood,Lakeshore Drive,-9122418.804253224,3255908.528588657
6041,Combee / Edgewood,Lantana Lane,-9117959.41224374,3256023.835070436
6218,Combee / Edgewood,Lawndale Road,-9117942.680924274,3253319.253681933
5998,Combee / Edgewood,Leslie Drive,-9118335.894761603,3256854.8881390127
4511,Combee / Edgewood,Linden Avenue,-9118127.671654075,3250193.8423030814
4491,Combee / Edgewood,Lyonal Drive,-9117928.09807098,3250334.103814476
7572,Combee / Edgewood,Mabel Avenue,-9122188.562150417,3255460.2036992684
4044,Combee / Edgewood,Maplewood Avenue,-9120847.00643907,3250400.427183876
8561,Combee / Edgewood,Martin Luther King Jr. Avenue,-9123988.353413664,3254945.320683012
8730,Combee / Edgewood,Martin Luther King Jr. Avenue,-9123890.614900747,3255849.2926457804
6000,Combee / Edgewood,McCranie Place,-9118269.4370256,3256855.3927404415
4493,Combee / Edgewood,McJunkin Road,-9117930.079557916,3250562.8577618734
6294,Combee / Edgewood,Meadow Lane,-9117942.491681138,3253219.848250769
6814,Combee / Edgewood,Memorial Boulevard,-9119928.487056637,3255184.697229931
6815,Combee / Edgewood,Memorial Boulevard,-9119902.660934772,3255189.376832518
7570,Combee / Edgewood,Morgan Avenue,-9122303.332545424,3255459.951424509
5886,Combee / Edgewood,Morgan Combee Road,-9117962.417869993,3256856.4271734287
4086,Combee / Edgewood,Nevada Road,-9121587.871046146,3250397.905376835
4273,Combee / Edgewood,New Jersey Road,-9120672.980679112,3250400.175003151
6105,Combee / Edgewood,North Canal Avenue,-9119547.796662021,3255052.9752782225
6101,Combee / Edgewood,North Canal Avenue,-9119547.08421728,3255068.7041465035
5991,Combee / Edgewood,North Combee Road,-9117962.417869993,3256856.4271734287
6318,Combee / Edgewood,North Crystal Lake Drive,-9117903.418539872,3252499.111288372
7114,Combee / Edgewood,North Florida Avenue,-9123470.662121728,3255896.7091304995
7325,Combee / Edgewood,North Florida Avenue,-9123443.745068856,3254764.220715074
7354,Combee / Edgewood,North Florida Avenue,-9123439.882282523,3254674.16354502
6726,Combee / Edgewood,North Gary Road,-9121382.353002245,3255224.1270316057
6729,Combee / Edgewood,North Gary Road,-9121321.060490614,3255243.425728716
6880,Combee / Edgewood,North Gary Road,-9121054.094087793,3255229.9166378556
6945,Combee / Edgewood,North Ingraham Avenue,-9122072.912331432,3255911.1018765373
6976,Combee / Edgewood,North Ingraham Avenue,-9122070.99763619,3255460.8722274043
6991,Combee / Edgewood,North Lake Avenue,-9122528.99941716,3255458.3747073687
7201,Combee / Edgewood,North Massachusetts Avenue,-9123110.877527485,3255417.897287675
7066,Combee / Edgewood,North Massachusetts Avenue,-9123104.510052612,3255899.913123476
7198,Combee / Edgewood,North Massachusetts Avenue,-9123098.398612568,3255418.3513808376
7142,Combee / Edgewood,North Missouri Avenue,-9123561.6992013,3255896.0405808794
7373,Combee / Edgewood,North Missouri Avenue,-9123551.101585776,3254651.876379676
7156,Combee / Edgewood,North New York Avenue,-9123681.211806616,3255895.195433293
7006,Combee / Edgewood,North Stella Avenue,-9122643.291138358,3255462.8904257487
7149,Combee / Edgewood,North Virginia Avenue,-9123796.40521569,3255893.8961766604
3859,Combee / Edgewood,Oppitz Lane,-9123418.453280546,3249651.3449905175
4109,Combee / Edgewood,Oxford Avenue,-9121284.302794753,3250398.8888815246
3459,Combee / Edgewood,Palencia Place,-9123415.414258448,3250224.2674791347
6009,Combee / Edgewood,Penny Royal Court,-9118441.091680404,3256852.8697334863
4043,Combee / Edgewood,Pinedale Avenue,-9120732.158120418,3250400.175003151
6302,Combee / Edgewood,Pisgah Place,-9117940.988868015,3253012.2241577646
4045,Combee / Edgewood,Redwood Avenue,-9120965.294529987,3250399.859777251
3524,Combee / Edgewood,Rogers Terrace,-9123118.948190568,3250398.30886593
4444,Combee / Edgewood,Royal Drive,-9117943.159598084,3252068.579068363
3844,Combee / Edgewood,Scottsdale Loop,-9123412.865042109,3249781.84194651
6868,Combee / Edgewood,Shore Acres Drive,-9120271.184109043,3255170.002531498
8555,Combee / Edgewood,Sikes Boulevard,-9124006.442830918,3254828.2575286925
8526,Combee / Edgewood,Sikes Boulevard,-9123934.986849777,3254712.708949664
3829,Combee / Edgewood,Skipper Place,-9123346.262590768,3250390.9451918295
5558,Combee / Edgewood,Skyview Drive,-9117910.765626263,3252251.5598987467
6172,Combee / Edgewood,South Combee Road,-9117948.502933644,3254373.8637813106
4516,Combee / Edgewood,South Combee Road,-9117937.504567953,3249998.3057489027
4434,Combee / Edgewood,South Crystal Lake Drive,-9117943.270917574,3252019.902295199
6184,Combee / Edgewood,South Eastside Drive,-9117946.677293994,3253914.768251094
3497,Combee / Edgewood,South Florida Avenue,-9123416.327078274,3250387.1624840847
3485,Combee / Edgewood,South Florida Avenue,-9123416.11557124,3250397.401015483
3918,Combee / Edgewood,South Florida Avenue,-9123416.082175393,3249197.3136114
3842,Combee / Edgewood,South Florida Avenue,-9123412.98749355,3249846.6243793275
3870,Combee / Edgewood,South Florida Avenue,-9123410.382617464,3249426.111454593
3920,Combee / Edgewood,South Florida Avenue,-9123402.723836498,3249197.2883955617
4089,Combee / Edgewood,South Oakland Avenue,-9121473.5459291,3250398.4097382054
3769,Combee / Edgewood,Southington Avenue,-9121879.305473043,3250398.0314671765
6010,Combee / Edgewood,Spencer Place,-9118633.897038454,3256784.3702740627
5997,Combee / Edgewood,Stacy Drive,-9118441.091680404,3256852.8697334863
6234,Combee / Edgewood,Sunshine Drive North,-9117940.988868015,3253012.2241577646
6310,Combee / Edgewood,Sunshine Drive South,-9117939.419263193,3252768.2323887474
7015,Combee / Edgewood,Tenoroc Trail,-9122418.804253224,3255908.528588657
6740,Combee / Edgewood,Tenoroc Trail,-9121831.916765813,3255463.2814517133
3827,Combee / Edgewood,Troy Avenue,-9123176.066221295,3250397.905376835
4034,Combee / Edgewood,Venice Way,-9120154.966560656,3250401.8141779494
4107,Combee / Edgewood,Warrington Avenue,-9121184.037329396,3250399.9480405026
6307,Combee / Edgewood,Waynesville Avenue,-9117939.419263193,3252768.2323887474
6324,Combee / Edgewood,Waynesville Avenue,-9117939.207756162,3252734.434319324
6061,Combee / Edgewood,Weber Street,-9117955.516061563,3255435.644773429
7322,Combee / Edgewood,West Bay Street,-9123451.225738637,3254882.254533183
3499,Combee / Edgewood,West Edgewood Drive,-9123416.327078274,3250387.1624840847
3504,Combee / Edgewood,West Edgewood Drive,-9123416.11557124,3250397.401015483
8713,Combee / Edgewood,West Memorial Boulevard,-9123852.63269049,3255893.8204918117
7175,Combee / Edgewood,West Myrtle Street,-9123883.43479359,3255303.289705035
8656,Combee / Edgewood,West Myrtle Street,-9123883.278946305,3255341.4332613847
7179,Combee / Edgewood,West Parker Street,-9123462.747305933,3255411.7544177747
7308,Combee / Edgewood,West Peachtree Street,-9123883.089703169,3255095.621113366
7287,Combee / Edgewood,West Peachtree Street,-9123453.908538366,3255100.805221366
7165,Combee / Edgewood,West Pear Street,-9123884.692703836,3255454.1238788683
7148,Combee / Edgewood,West Quincy Street,-9123889.01190008,3255801.3086943445
4047,Combee / Edgewood,Willow Avenue,-9121073.908957155,3250401.007199562
3515,Combee / Edgewood,Woodland Hills Avenue,-9122906.784373065,3250397.5271058185
3112,Combee / Edgewood,Young Place,-9123420.50155918,3249997.549229141
5876,Combee Lane,Magdalene Court East,-9117446.86391228,3256859.568317984
5881,Combee Lane,Morgan Combee Road,-9117446.86391228,3256859.568317984
421,Commerce Drive,Lakeland Highlands,-9124486.997940723,3243940.9159934865
423,Commerce Drive,Medulla,-9124486.997940723,3243940.9159934865
422,Commerce Drive,South Florida Avenue,-9124486.997940723,3243940.9159934865
424,Commerce Drive,South Florida Avenue,-9124480.519146359,3243867.46564255
4401,Commerce Point Drive,Crystal Wood Drive,-9118472.661887992,3251080.146909678
4470,Commerce Point Drive,Florida State Road 659,-9117934.098191533,3251109.956196453
4300,Commerce Point Drive,Fort Fraser Trail,-9118840.884499636,3251008.0702413428
4468,Commerce Point Drive,South Combee Road,-9117934.098191533,3251109.956196453
24,Commercial Boulevard,Fort Fraser Trail,-9113793.54746758,3243276.8903343473
6378,Commercial Park Drive,North Crystal Lake Drive,-9119889.692214096,3252243.2368026073
4334,Commercial Park Drive,South Crystal Lake Drive,-9119746.045543175,3252006.66123425
5576,Commodore Drive,Dogwood Avenue,-9115603.780499062,3252453.459597327
5578,Commodore Drive,Elm Tree Avenue,-9115603.3352211,3252381.5774115957
5746,Commodore Drive,Fig Tree Avenue,-9115608.121959204,3252316.5054454207
2294,Communication Way,Yates Road,-9129562.966345813,3244585.551839517
5695,Complex Drive,East Main Street,-9117559.218674337,3254554.226990119
5639,Complex Drive,Lakeland / Winter Haven,-9117559.218674337,3254554.226990119
1115,Compson Place,Fairbanks Street,-9126650.993182,3257406.819791017
1104,Compson Place,Kendrick Lane,-9126711.239290416,3257764.210391943
1122,Compson Place,Kendrick Lane,-9126705.9961424,3257764.0337696
1111,Compson Place,Lavon Street,-9126710.237414999,3257591.373914705
1123,Compson Place,West Elliott Street,-9126706.085197993,3257849.0019979835
1124,Compson Place,West Margaret Street,-9126687.12748871,3257936.3173425915
1016,Concordia Court,Danes Court,-9126798.547167044,3260010.0738782696
10207,Condor Drive,Crane Drive,-9121394.397771148,3264265.3461419004
10202,Condor Drive,Swallow Road,-9121540.67158205,3263978.2000746713
343,Conductor Court,Station Street,-9122398.499578103,3242881.595642361
2501,Congenial Street,Paradise Drive,-9126120.466752777,3244308.854280026
2497,Congenial Street,Prosperity Drive,-9125980.649472341,3244293.478157302
9003,Connestee Road,Montrose Avenue,-9125786.619599888,3257008.2878382774
8997,Connestee Road,West 10th Street,-9125563.090062374,3256832.0549440193
6420,Conrad Street,Longfellow Boulevard,-9119311.387459425,3253678.668027089
6422,Conrad Street,Monticello Avenue,-9119311.387459425,3253678.668027089
6421,Conrad Street,Shakespeare Drive,-9119416.918336697,3253685.8569155782
5696,Contractors Way,East Main Street,-9117420.180630337,3254554.983763879
5640,Contractors Way,Lakeland / Winter Haven,-9117420.180630337,3254554.983763879
10562,Coogle Road,Mount Tabor Road,-9129404.625502108,3260971.5849098433
10568,Coogle Road,Sleepy Hill Road,-9129405.727565067,3260512.1018454432
4305,Coolidge Road,Fort Fraser Trail,-9119313.569321444,3251497.861181763
6228,Coral Way,Ellerbe Way,-9118350.366295407,3253574.240392221
6227,Coral Way,Florida State Road 659,-9117944.384112483,3253576.195249986
6224,Coral Way,Interlake Drive,-9118148.098780634,3253574.4926319164
6233,Coral Way,South Combee Road,-9117944.384112483,3253576.195249986
6229,Coral Way,Venetian Avenue,-9118244.612779152,3253574.6187517666
8378,Cornelia Avenue,Dorothy Street,-9125025.305602353,3253215.812521672
8380,Cornelia Avenue,Josephine Street,-9125025.416921843,3253101.0469778227
8382,Cornelia Avenue,Marjorie Street,-9125025.750880316,3253329.8223306066
8381,Cornelia Avenue,Oakhill Street,-9125025.862199806,3253444.8420465025
8383,Cornelia Avenue,Ruby Street,-9125026.641436242,3253559.7366176057
8384,Cornelia Avenue,South Cornelia Avenue,-9125026.641436242,3253559.7366176057
8379,Cornelia Avenue,West Greenwood Street,-9125025.082963372,3252985.273489464
5655,Cornelius Court,Woodland Avenue,-9117493.76281375,3255288.5696509634
10022,Cornell Street,Harvard Street,-9125414.278167082,3262939.8928755517
10029,Cornell Street,Maple Street,-9125414.144583693,3262531.5814285413
10028,Cornell Street,Standish Drive,-9125415.925695546,3262374.206923357
128,Cornerstone Drive,Cornerstone Way,-9115958.644771814,3242890.517906794
129,Cornerstone Way,Grove Terrace Drive,-9116029.911509821,3242889.786986606
122,Cornerstone Way,Yarborough Lane,-9116029.911509821,3242889.786986606
9882,Corona del Mar Street,El Dorado Avenue,-9122645.294889193,3263963.9375936817
9888,Corona del Mar Street,La Serena Avenue,-9122304.434608385,3263962.549211378
9883,Corona del Mar Street,Lakeland,-9122698.814945325,3263963.6445606323
9900,Corona del Mar Street,North Socrum Loop Road,-9122242.20701303,3263962.801644514
9884,Corona del Mar Street,Odom Road,-9122700.620676117,3263963.634673894
9878,Coronado Court,El Dorado Avenue,-9122645.517528174,3263511.711145319
9684,Corporate Avenue,Executive Drive,-9125061.150478387,3261362.359048197
9726,Corporate Avenue,Forest Lake Drive,-9125118.602467585,3262072.3230669945
9681,Corporate Avenue,Wedgewood Estates Boulevard,-9125041.246553432,3261173.2106914935
9738,Corporate Avenue,Wedgewood Estates Boulevard,-9125037.706593625,3261185.829753734
8355,Corral Drive,Eldorado Drive,-9125755.004864503,3253573.483673162
8356,Corral Drive,Palamino Way,-9125750.774723852,3253397.925992029
2954,Cortez Street,Dail Road,-9124304.845857939,3246449.960064457
2965,Cortez Street,San Antonio Drive,-9124484.62683557,3246448.8255811143
3075,Cottage Lane,Imperial Boulevard,-9124188.405670568,3248906.338551733
3077,Cottage Lane,Kelsey Street,-9124294.493145294,3248995.853158343
3064,Cottage Lane,Milano Avenue,-9124036.677204618,3248889.3182355203
4833,Count Court,Emerald Ridge Boulevard,-9120103.982233873,3244273.564843867
2033,Country Bend East,Country Bend South,-9127085.829376936,3248159.860129167
2035,Country Bend East,Country Loop North,-9126939.444246544,3248422.0873629176
2029,Country Bend East,Village Road,-9127061.784366924,3248183.3090892346
2034,Country Circle,Country Loop North,-9127337.099731553,3248425.5543434136
1951,Country Club Circle North,Marywood Parkway East,-9125743.093678989,3251610.444223855
1950,Country Club Circle North,Marywood Parkway West,-9126127.145922225,3251608.426598398
1954,Country Club Circle South,Marywood Parkway East,-9125742.31444255,3251547.6457720664
1953,Country Club Circle South,Marywood Parkway West,-9126127.368561206,3251544.619347991
5550,Country Club Lane,Skyview Boulevard,-9116978.798849342,3252500.876826469
780,Country Lane,Country Lane Court,-9130500.332118038,3255978.5499442695
779,Country Lane,George Jenkins / Swindell,-9130302.294743916,3255969.5938508776
796,Country Lane,North Galloway Road,-9130302.294743916,3255969.5938508776
2036,Country Loop East,Country Loop North,-9127080.285666294,3248426.600741337
2032,Country Loop East,Country Loop South,-9127137.592940154,3248295.6377333417
2024,Country Loop East,Country Road,-9127080.285666294,3248426.600741337
2042,Country Loop North,Country Loop West,-9127459.039101768,3248424.9491976635
2025,Country Loop North,Country Road,-9127080.285666294,3248426.600741337
2037,Country Loop North,Village Circle,-9127214.514708294,3248425.239163332
2041,Country Loop South,Country Loop West,-9127458.749671094,3248299.7980713267
5866,Country Ridge Drive,Country Ridge Lane,-9117165.815593874,3257103.028157705
5887,Country Ridge Drive,Morganwood Drive,-9117206.113249542,3256920.23418028
2026,Country Road,Drane Field Road,-9127082.15583374,3248560.0108330552
2027,Country Road,Florida State Road 572,-9127082.15583374,3248560.0108330552
2028,Country Road,Lakeland,-9127081.95142973,3248545.429487526
2409,Courson Boulevard,Irene Street,-9127902.224258516,3247032.9835801017
2408,Courson Boulevard,Old Medula Road,-9127898.684298707,3246712.28036552
3519,Courtland Circle,East Edgewood Drive,-9123011.146395683,3250402.6715925373
3520,Courtland Circle,East Edgewood Drive,-9123010.868096957,3250394.72790063
3521,Courtland Circle,Rogers Terrace,-9123310.2062077,3250507.352233292
3525,Courtland Circle,Troy Avenue,-9123219.814781178,3250574.8112765914
365,Cove View Drive East,Coveview Court,-9121866.615051094,3243886.395327869
363,Cove View Drive East,Coveview Drive West,-9121724.34874186,3243895.2174272276
364,Cove View Drive East,Scottsland Drive,-9121937.191608256,3243552.672113594
3761,Coventry Avenue,East Edgewood Drive,-9122469.454621537,3250398.8384453855
3717,Coventry Avenue,Easton Drive,-9122469.988955092,3250804.1997492625
3668,Coventry Avenue,Lake Hollingsworth Drive,-9122459.947937021,3251227.731260577
3718,Coventry Avenue,Lake to Lake Bikeway,-9122469.988955092,3250804.1997492625
3721,Coventry Avenue,Lake to Lake Bikeway,-9122459.947937021,3251227.731260577
152,Covey Court,Strickland Avenue,-9115584.188268684,3243975.750855875
1026,Covinghton Lane,Holton Road,-9126293.078755202,3260338.76343858
489,CR 540A,Ewell Road,-9125204.886204898,3243090.3378361594
404,CR 540A,Ivanhoe Street,-9122972.38494899,3243030.51505082
409,CR 540A,Lakeland Highlands,-9124762.33160432,3243093.60406128
438,CR 540A,Lakeland Highlands,-9124756.902927138,3243107.5244691363
474,CR 540A,Lakeland Subdivision,-9125102.71717625,3243098.252056237
458,CR 540A,Lakeland Subdivision,-9125096.639132053,3243111.295406695
475,CR 540A,Lakeland Winston to Praire,-9125102.71717625,3243098.252056237
473,CR 540A,Lakeland Winston to Praire,-9125096.639132053,3243111.295406695
414,CR 540A,Medulla,-9124762.33160432,3243093.60406128
442,CR 540A,Medulla,-9124756.902927138,3243107.5244691363
388,CR 540A,Morningdale Avenue,-9122876.817166142,3243048.3975874893
387,CR 540A,Morningdale Road,-9122797.824855477,3243052.858773662
408,CR 540A,Morningdale Road,-9122797.212598277,3243039.853285853
382,CR 540A,Mountain Lake Drive,-9123138.685136287,3243035.807976772
383,CR 540A,Mountain Lake Drive,-9123138.484761203,3243023.36960405
461,CR 540A,Old Road 37,-9125204.886204898,3243090.3378361594
395,CR 540A,Park Lane,-9123701.149127416,3243023.016742578
394,CR 540A,Park Lane,-9123700.236307591,3243038.214998542
416,CR 540A,Park Lane,-9123679.018812647,3243022.8025052613
415,CR 540A,Park Lane,-9123676.747895036,3243037.8495344757
393,CR 540A,Scott Lake Road,-9122455.806851964,3243052.367286978
407,CR 540A,Somerset Drive East,-9122745.014889045,3243043.3188942764
403,CR 540A,Somerset Drive West,-9123086.787989678,3243025.1339115454
406,CR 540A,South Carter Road,-9122455.884775607,3243040.243954395
386,CR 540A,South Carter Road,-9122455.806851964,3243052.367286978
436,CR 540A,South Florida / Carter Road Flex,-9124769.96095437,3243094.748627036
435,CR 540A,South Florida / Carter Road Flex,-9124765.01836898,3243108.170042355
413,CR 540A,South Florida Avenue,-9124769.96095437,3243094.748627036
426,CR 540A,South Florida Avenue,-9124765.01836898,3243108.170042355
412,CR 540A,South Florida Avenue,-9124747.196118504,3243091.3334145467
441,CR 540A,South Florida Avenue,-9124741.730331507,3243106.3175081857
402,CR 540A,Thousand Oaks Drive,-9123318.154419344,3243021.4414682616
405,CR 540A,Woodsfield Way,-9122859.195290752,3243036.2490540277
9974,Crafton Drive,Patricia Place,-9124638.470371846,3264114.0099387234
9973,Crafton Drive,West Daughtery Road,-9124637.579815919,3264227.101720572
5295,Craftsman Boulevard,Craftsman Park Drive,-9115529.196440231,3249969.961503934
5305,Craftsman Boulevard,Reynolds Road,-9116090.469312811,3249969.4571584743
9995,Craig Drive,Shadow Drive,-9125027.75463115,3263434.216976889
5785,Crane Creek Cove,Schalamar Creek Drive,-9113039.66961203,3257462.113855378
10096,Crane Drive,Egret Drive,-9121543.56588881,3265107.0032148007
10206,Crane Drive,Mallard Drive,-9121858.911742331,3263528.8760374375
10095,Crane Drive,Meadowlark Drive,-9121474.213846046,3264493.1740599712
9915,Crane Drive,Sandpipers Drive,-9121939.640637053,3263544.5263992255
10196,Crane Drive,Swallow Road,-9121474.213846046,3264493.1740599712
10197,Crane Drive,Swallow Road,-9121461.634743586,3264397.6247098558
2631,Creative Drive,Lakeland Highlands,-9124410.525582824,3244305.036420042
501,Creative Drive,Medulla,-9124410.525582824,3244305.036420042
2630,Creative Drive,South Florida / Carter Road Flex,-9124421.096802173,3244320.966139755
428,Creative Drive,South Florida Avenue,-9124421.096802173,3244320.966139755
2632,Creative Drive,South Florida Avenue,-9124414.37310493,3244216.4465647843
2424,Creek Court,Creekbend Drive,-9127031.50546543,3247361.485000936
2425,Creek Glen Lane,Pipkin Creek Road,-9127311.919262735,3247380.1422138694
2391,Creek Side Drive,Ginny Drive,-9127383.831653789,3246767.9972945806
2394,Creek Side Drive,Noretta Lane,-9127278.523415498,3247152.223421238
2395,Creek Side Drive,Pipkin Road South,-9127508.041941617,3246767.392222631
2423,Creekbend Drive,Pipkin Creek Road,-9127235.33145307,3247482.0009631035
2427,Creekbend Drive,Poley Lane,-9126878.663804568,3247276.89755276
5052,Creekmur Drive,Creekmur Lane,-9116395.484717585,3245120.9147074795
5047,Creekmur Lane,Nichols Drive South,-9116450.699185017,3244954.289011559
5045,Creekmur Lane,Oakford Drive,-9116450.042400023,3244883.0010620276
871,Creeks Crossing Boulevard,Creeks Crossing Drive,-9128602.880265517,3258147.7386213285
872,Creeks Crossing Boulevard,Creeks Crossing Lane,-9128865.928222261,3258157.5919073145
873,Creeks Crossing Boulevard,Linda Drive,-9128938.297023227,3258157.074641163
874,Creeks Crossing Boulevard,North Galloway Road,-9128938.297023227,3258157.074641163
2320,Creekview Lane,Parkland Drive,-9128017.350875894,3245286.6601444823
558,Creekwood Drive,Ewell Road,-9131279.568553591,3242999.6774969846
560,Creekwood Drive,Timberwood Drive,-9131283.130777296,3243815.944768246
7941,Cresap Street,Florida Avenue Corridor,-9123426.535075579,3253162.339224444
7834,Cresap Street,Frank Lloyd Wright Way,-9123426.535075579,3253162.339224444
1731,Cresap Street,Jensen Avenue,-9127929.631117148,3253107.9833292905
1735,Cresap Street,Kelly Avenue,-9127769.66500888,3253112.649604091
8169,Cresap Street,Lake Hunter Drive,-9123998.238584448,3253156.3234916907
7940,Cresap Street,Lake to Lake Bikeway,-9123877.824291255,3253164.104848819
7942,Cresap Street,Lake to Lake Bikeway,-9123652.068363925,3253164.9876610916
1734,Cresap Street,Minnehaha Avenue,-9127551.701445905,3253107.9833292905
7927,Cresap Street,South Florida Avenue,-9123426.535075579,3253162.339224444
7947,Cresap Street,South Franklin Place,-9123758.645644411,3253164.0544024054
8161,Cresap Street,South Lakeside Avenue,-9123877.824291255,3253164.104848819
7973,Cresap Street,South Missouri Avenue,-9123540.192275679,3253165.1137771364
7906,Cresap Street,South New York Avenue,-9123652.068363925,3253164.9876610916
1266,Crescent Way,West Parker Street,-9126305.602197915,3255391.0805906416
6382,Cresent Place,North Crystal Lake Drive,-9119438.402998418,3252245.758952413
4340,Cresent Place,South Crystal Lake Drive,-9119435.73133064,3252011.9576570806
154,Crest Lane,Southcrest Boulevard,-9116473.964958593,3243695.713349894
8844,Crestview Avenue,West Memorial Boulevard,-9125555.464677254,3255879.3394652186
8838,Crestview Avenue,West Memorial Boulevard,-9125550.32171678,3255891.676087944
4693,Crestview Lane,Grovecrest Loop,-9119799.30078757,3246658.958721923
4635,Crestview Lane,Hallam Drive,-9119797.51967572,3246487.3980678306
5788,Crestwicke Drive,Crooked Creek Trail,-9113194.492759824,3256880.8751370083
5774,Crestwicke Drive,Schalamar Creek Drive,-9113363.80970532,3256793.705354979
5061,Crestwood Court,Crestwood Street,-9115770.982374234,3245510.010042706
5059,Crestwood Street,Jim Kasey Drive,-9116056.739507101,3245515.429978604
9554,Crevasse Street,Lakeland Hills Corridor,-9123419.299308678,3260058.955992978
9563,Crevasse Street,Lynn Drive,-9124365.826674996,3260060.3313570423
9523,Crevasse Street,North Florida Avenue,-9123419.299308678,3260058.955992978
9556,Crevasse Street,Union Drive,-9124190.743379876,3260394.246124703
9579,Crevasse Street,Wilkens Avenue,-9124129.072381975,3260059.7383101345
94,Crews Lake Road,Crews Lane,-9115114.197378555,3242888.904841604
102,Crews Lake Road,Lehman Lane,-9115111.147224508,3242643.166675086
95,Crews Lake Road,Magnolia Avenue Southeast,-9115123.770854764,3243971.2893670714
76,Crews Lake Road,Mayfair Way,-9115121.655784437,3243902.035653652
5212,Crews Lake Road,Palmetto Avenue Southeast,-9115115.46642075,3244044.778088018
82,Crews Lake Road,Prairie Bend Lane,-9115118.316199714,3243384.553323151
93,Crews Lake Road,Sunny Way,-9115112.19362772,3242775.23463554
264,Cricket Drive,Pier Place Drive,-9121396.512841472,3243579.389833818
263,Cricket Drive,Pier Place Drive,-9121369.462205209,3243682.8584812493
2955,Crockett Drive,Dail Road,-9124302.619468123,3246272.2254953953
