id,name_a,name_b,long,lat
2318,Forestgreen Drive South,Woodgreen Lane,-9128596.546186492,3245397.578371296
9905,Fork Drive North,North Fork Drive,-9122278.051889064,3264176.3617640524
9902,Fork Drive North,North Socrum Loop Road,-9122241.984374048,3264176.614201176
9907,Fork Drive North,Sandpiper Club Boulevard,-9122241.984374048,3264176.614201176
54,Fort Fraser Trail,Hancock Avenue Southeast,-9114216.97341471,3243996.709790372
5432,Fort Fraser Trail,Hydromine Spur,-9118689.57904775,3250851.8507981203
5403,Fort Fraser Trail,Illinois Avenue,-9117633.38728281,3249717.604514677
6619,Fort Fraser Trail,Lake Parker Avenue,-9121604.168219598,3253872.3279239875
6597,Fort Fraser Trail,Lake Parker Avenue,-9121591.466665698,3253859.2616271228
6949,Fort Fraser Trail,Lakeland,-9118232.457872083,3250376.449668638
6446,Fort Fraser Trail,North Crystal Lake Drive,-9120033.127377983,3252244.523098949
5379,Fort Fraser Trail,Polk Parkway,-9117231.968515247,3249087.5615569227
5300,Fort Fraser Trail,Polk Parkway,-9117214.303007573,3249058.791961216
4507,Fort Fraser Trail,South Combee Road,-9117926.976114174,3250057.2225871985
4214,Fort Fraser Trail,South Crystal Lake Drive,-9119798.154196816,3252000.015487576
7622,Fort Fraser Trail,South Ingraham Avenue,-9122067.02353037,3254350.9086358375
4385,Fort Fraser Trail,Sylvester Road,-9119157.543923149,3251336.012084396
4231,Fort Fraser Trail,Tenoroc Trail,-9121811.723410184,3254086.08221958
5128,Fort Fraser Trail,Wallace Road,-9114923.596146418,3245193.136615338
5359,Fort Fraser Trail,Winter Lake Road,-9116917.836846005,3248567.6367979534
6918,Fortner Avenue,Golconda Road,-9121531.432064313,3255542.4833624507
9717,Foundainview,Fountainview South,-9125223.777122486,3262436.1216467298
9718,Foundainview,US Highway 98 North,-9125260.49029055,3262425.0789470277
9720,Fountainview,Fountainview North,-9125224.122212907,3262449.9408093304
9719,Fountainview,Fountainview South,-9125224.122212907,3262449.9408093304
9997,Fountainview,US Highway 98 North,-9125259.911429198,3262460.0370101007
9989,Fountainview Lake Drive,Fountainview Lake Drive North,-9124557.429782549,3262476.5569348536
9992,Fountainview Lake Drive,Lake Drive,-9124834.949273096,3262531.455225318
9744,Fountainview Lake Drive,Lake Drive,-9124557.429782549,3262476.5569348536
10018,Fountainview Lake Drive,Maple Street,-9125258.06352565,3262547.117054286
10004,Fountainview Lake Drive,US Highway 98 North,-9125258.06352565,3262547.117054286
9991,Fountainview Lake Drive North,Fountainview North,-9124876.137484688,3262459.2671745284
9987,Fountainview Lake Drive North,Lake Drive,-9124876.137484688,3262459.2671745284
9990,Fountainview Lake Drive North,Lake Drive,-9124860.998033943,3262477.692759297
9988,Fountainview Lake Drive North,Lake Drive,-9124557.429782549,3262476.5569348536
9745,Fountainview Lake Drive South,Fountainview South,-9124526.037686143,3262415.853567097
9746,Fountainview Lake Drive South,Lake Drive,-9124526.037686143,3262415.853567097
9721,Fountainview North,Fountainview South,-9125224.122212907,3262449.9408093304
9724,Fountainview North,Lake Drive,-9124876.137484688,3262459.2671745284
9723,Fountainview South,Lake Drive,-9124892.390130345,3262427.3379671476
9743,Fountainview South,Lake Drive,-9124526.037686143,3262415.853567097
10042,Fox Cliff Drive,Foxdale Court West,-9125820.68336407,3263233.9205872156
10032,Fox Cliff Drive,Foxwood Boulevard,-9125785.283765998,3263051.2962795524
4763,Fox Run Court,Foxrun,-9121685.386920081,3245945.6285258215
4764,Fox Run Lane,Foxrun,-9121710.322486019,3245897.3518315265
4762,Fox Run Place,Foxrun,-9121659.89475669,3245987.6029189164
4761,Fox Run Way,Foxrun,-9121624.127804298,3246130.5563211525
4760,Fox Run Way,Foxrun,-9121623.459887354,3246144.4597258116
10040,Foxdale Court West,Foxdale Drive,-9125857.19615705,3263051.6749037635
10043,Foxdale Court West,Foxwood Boulevard,-9125857.19615705,3263051.6749037635
10041,Foxdale Drive,Foxwood Boulevard,-9125857.19615705,3263051.6749037635
10039,Foxdale Drive,Foxwood Boulevard,-9125784.949807525,3262867.0337530756
2831,Foxhall,Heathercrest,-9122327.143784504,3247929.1547762807
2832,Foxhall,Penny Lane,-9122487.332531756,3247925.624888735
10465,Foxhill Court North,Foxhill Court South,-9126439.842371862,3263200.6012484957
10463,Foxhill Court North,Glenn Road,-9126200.394147165,3263232.4060700396
10464,Foxhill Court South,Glenn Road,-9126195.607409062,3263163.7481360473
4759,Foxrun,Foxrun Circle,-9121625.274395054,3246083.652918574
9707,Foxway Drive,Heather Hill Drive,-9125966.623216499,3262399.699702195
10031,Foxway Drive,Longbow Drive,-9125966.623216499,3262474.0328808753
9700,Foxwood Boulevard,Kennedy Boulevard,-9125673.708240377,3261603.7545003877
10475,Foxwood Boulevard,Lodgewood Court East,-9125929.442506574,3263051.801111836
10474,Foxwood Boulevard,Lodgewood Court West,-9126002.245453553,3263051.2962795524
10472,Foxwood Boulevard,Tally Ho Drive,-9126002.245453553,3263051.2962795524
10482,Foxwood Boulevard,Tally Ho Drive,-9125967.291133445,3262622.7004626566
10490,Foxwood Boulevard,Thoroughbred Drive,-9125966.957174974,3262024.7587690335
10491,Foxwood Boulevard,Thoroughbred Drive,-9125922.98597611,3262025.389761544
9702,Foxwood Boulevard,US Highway 98 North,-9125287.785829695,3261598.6562404903
10493,Foxwood Boulevard,Walking Horse Drive,-9126009.258581473,3262025.389761544
6548,Francis Boulevard,Hollingsworth Road,-9121602.787857912,3253621.0561600635
7664,Francis Boulevard,South Clayton Avenue,-9121714.096216757,3253739.64757926
7667,Francis Boulevard,South Wilson Avenue,-9121955.4146089,3253971.9651575154
7670,Francis Boulevard,South Wilson Avenue,-9121952.943316204,3253975.231757685
2652,Francis Pipkin Road,Orange Valley Lane,-9123380.782764863,3244787.791395392
2647,Francis Pipkin Road,Scott Lake Creek Lane,-9123380.22616741,3244603.310383809
2650,Francis Pipkin Road,Victoria Square Lane,-9123374.66019287,3244440.308235437
2649,Francis Pipkin Road,Woodhill Road,-9123374.66019287,3244440.308235437
6551,Frank Lloyd Wright Way,Hollingsworth Road,-9121600.739579283,3253080.048771811
7822,Frank Lloyd Wright Way,Jefferson Avenue,-9121821.419337831,3253148.5925853807
7827,Frank Lloyd Wright Way,Johnson Avenue,-9122622.919671543,3253158.555744414
7825,Frank Lloyd Wright Way,Lake to Lake Bikeway,-9122622.919671543,3253158.555744414
7828,Frank Lloyd Wright Way,Mississippi Avenue,-9122761.846396053,3253158.555744414
7835,Frank Lloyd Wright Way,Orange Park Avenue,-9122870.048941104,3253159.8169043073
7826,Frank Lloyd Wright Way,Park Hill Avenue,-9122360.684347082,3253155.2010596697
7831,Frank Lloyd Wright Way,Pennsylvania Avenue,-9123198.363515299,3253159.1737127462
7832,Frank Lloyd Wright Way,South Boulevard,-9123087.86778874,3253159.476391124
7917,Frank Lloyd Wright Way,South Florida Avenue,-9123426.535075579,3253162.339224444
7753,Frank Lloyd Wright Way,South Ingraham Avenue,-9122054.967629515,3253154.1669089003
7830,Frank Lloyd Wright Way,South Tennessee Avenue,-9123311.542041589,3253159.2619939395
7829,Frank Lloyd Wright Way,Success Avenue,-9122976.13641583,3253159.8169043073
5367,Franklin Street,States Street,-9117402.59215079,3248656.835458381
4222,Fredricksburg Avenue,Fredricksburg Place,-9119891.362006458,3251666.68565415
4225,Fredricksburg Avenue,Sherwood Park,-9119906.356741868,3251324.4235865017
4221,Fredricksburg Avenue,South Crystal Lake Drive,-9119836.236594617,3251978.438901731
4223,Fredricksburg Avenue,Staunton Avenue,-9119879.22818196,3251786.8615091196
4226,Fredricksburg Avenue,Sylvester Road,-9119906.356741868,3251324.4235865017
4229,Fredricksburg Place,Roanoke Avenue,-9119809.208222251,3251655.5886718757
2370,Freedom Lane,Old Medulla Road,-9128319.026695944,3246751.483882291
4182,Freelaine Street,New Jersey Road,-9120682.019821765,3251617.026728994
6204,Freemason Street,Hampton Avenue,-9118586.029657414,3253689.0099380463
6210,Freemason Street,Jamestown Avenue,-9118690.55865927,3253687.49648717
6207,Freemason Street,Nansemond Avenue,-9118491.630729223,3253691.0278728106
5548,French Avenue,Sunshine Drive East,-9117537.622693125,3252882.490664554
5549,French Avenue,Waynesville Avenue,-9117823.37982599,3252908.722280859
144,Frentress Drive,Yarborough Lane,-9116036.05634571,3243215.718274739
1595,Friendship Boulevard,George Jenkins / Swindell,-9129568.254021628,3253621.157056289
821,Friendship Boulevard,Griffin Sub DUKE to 1??? 230KV,-9129574.913828874,3253566.58137345
1626,Friendship Boulevard,Harmony Lane,-9129621.687377207,3253552.169437003
1622,Friendship Boulevard,Leisure Lane,-9129714.527832529,3253525.432099339
1594,Friendship Boulevard,New Tampa Highway,-9129568.254021628,3253621.157056289
771,Frontage Road North,George Jenkins / Swindell,-9130327.041066721,3255304.7781089917
769,Frontage Road North,George Jenkins / Swindell,-9130326.751636043,3255335.820198246
727,Frontage Road North,Griffin Sub DUKE to 1??? 230KV,-9130495.58498342,3255096.4541766313
770,Frontage Road North,North Galloway Road,-9130327.041066721,3255304.7781089917
768,Frontage Road North,North Galloway Road,-9130326.751636043,3255335.820198246
726,Frontage Road North,Winston Creek Parkway,-9131690.103703687,3254105.2910104143
568,Frontage Road South,George Jenkins / Swindell,-9130299.623076137,3254955.0707359454
805,Frontage Road South,Griffin Sub DUKE to 1??? 230KV,-9130391.797689287,3254949.1876653545
728,Frontage Road South,Harvey Road,-9130753.906786114,3254735.41244606
717,Frontage Road South,Kraft Road,-9131515.95549229,3254113.4260613476
569,Frontage Road South,Lakeland,-9133024.198782222,3253483.3367621507
730,Frontage Road South,Mathew Road,-9130696.655172002,3254777.704115941
720,Frontage Road South,McCue Road,-9132088.861251656,3253670.7224179273
733,Frontage Road South,North Galloway Road,-9130299.623076137,3254955.0707359454
5586,Frontier Drive,Sunshine Avenue,-9115988.166700773,3252563.0491358773
2398,Futch Road,Pipkin Road South,-9127510.012296604,3246839.370762239
4697,Gachet Boulevard,Kimball Court East,-9120234.782635555,3246193.065030985
4780,Gachet Boulevard,Lake Miriam Drive,-9120118.008489711,3245789.3286221
5525,Galaxy Lane,Jupiter Street,-9117171.270248923,3251424.950036767
5522,Galaxy Lane,Lunar Circle,-9117033.901997285,3251424.0673376527
5521,Galaxy Lane,Saturn Street,-9116954.531200347,3251422.1758397436
5529,Galaxy Lane,Venus Street,-9117071.30534619,3251424.4456372657
9704,Gallahad Drive,Valiant Drive,-9125966.066619046,3261874.3309933916
1660,Gallatin Road,George Jenkins / Swindell,-9128318.58141798,3253152.376062633
1661,Gallatin Road,Highland Street,-9128318.58141798,3253152.376062633
1563,Gallatin Road,Lebanon Road,-9128227.188116038,3253158.807976383
1561,Gallatin Road,Lebanon Road,-9128226.631518584,3253178.6082005925
10559,Galloway Lane,Old Kathleen Road,-9128722.893808542,3261159.443308002
916,Galloway Oaks Court,Galloway Oaks Drive,-9129030.135603132,3259995.765104704
917,Galloway Oaks Drive,North Galloway Road,-9128946.979943508,3259996.3960026912
922,Galloway Oaks Drive,Stonewood Circle,-9128946.979943508,3259996.3960026912
1769,Galt Avenue,Pauls Road,-9127378.376998741,3254256.061413581
6216,Galvin Drive,Haywood Street,-9118391.777145982,3253122.7640755167
6213,Galvin Drive,Langford Street,-9118444.620508261,3253419.7949069156
6217,Galvin Drive,Lowry Avenue East,-9118391.777145982,3253122.7640755167
2473,Gandy Lane,Parker Road,-9127502.052953012,3244592.1813572436
2465,Garberia Avenue,Lobelia Place,-9127749.249014268,3245650.1980096186
4882,Garden Chase,Oak Street,-9119629.79459894,3245558.2601526845
2932,Garden Drive,Old Highway 37,-9123851.775530409,3247450.1069904715
2908,Garden Drive North,West Garden Drive,-9124215.901584793,3247483.891912447
1943,Garden Place,Leisure Lane,-9126127.702519678,3252151.430868628
3249,Garden Place,Woodbrook Parkway,-9125949.702653898,3252152.061401771
3250,Garden Place,Woodbrook Parkway,-9125949.591334408,3252215.3670784435
3235,Gardenia Road,Hibiscus Road,-9125523.905601615,3251253.581384604
843,Gardner Oaks Lane,Knights Station Road,-9129748.59159671,3259119.0976470714
838,Gardner Road,Knights Station Road,-9130021.9922661,3259119.4761613673
9705,Garrison Drive,Thoroughbred Drive,-9125922.98597611,3262025.389761544
4918,Gary Lane,Marla Avenue,-9119144.074264763,3246199.115496073
4903,Gary Lane,Toni Avenue,-9119396.101591919,3246201.1323183673
6819,Gary Road,Holly Place,-9120396.418536186,3255180.471714159
6858,Gary Road,Interlachen Parkway,-9120727.594021296,3255206.20323359
6820,Gary Road,Interlachen Parkway,-9120689.322380362,3255203.6805334482
6821,Gary Road,Interlachen Parkway,-9120651.11753112,3255201.6623736727
6813,Gary Road,Memorial Boulevard,-9119928.487056637,3255184.697229931
6750,Gary Road,North Gary Road,-9121321.060490614,3255243.425728716
6753,Gary Road,North Gary Road,-9121054.094087793,3255229.9166378556
6822,Gary Road,Shore Acres Drive,-9120271.184109043,3255170.002531498
6752,Gary Road,Tenoroc Trail,-9120727.594021296,3255206.20323359
6818,Gary Road,Tenoroc Trail,-9120689.322380362,3255203.6805334482
5826,Gatsby Lane,Gulfstream Pipeline,-9114176.977322178,3258207.212249692
5827,Gatsby Lane,Saddle Creek Road,-9114177.176696751,3258237.98287701
1655,Gay Road,George Jenkins / Swindell,-9129871.265675565,3252961.9423504868
1613,Gay Road,George Jenkins / Swindell,-9129830.3334988,3253544.4635290937
1639,Gay Road,George Jenkins / Swindell,-9129821.060585218,3252995.6148720025
1577,Gay Road,Gober Street,-9129830.745380916,3253921.957264672
1616,Gay Road,Lakeland,-9129828.555102075,3253295.0254852744
1657,Gay Road,Lakeland,-9129824.152988356,3251690.922687363
1612,Gay Road,New Tampa Highway,-9129830.3334988,3253544.4635290937
1654,Gay Road,Old Tampa Highway,-9129871.265675565,3252961.9423504868
1638,Gay Road,Old Tampa Highway,-9129821.060585218,3252995.6148720025
1601,Gay Road,Pritchard Street,-9129829.743505498,3253643.2281237165
1615,Gay Road,Sunnybrook Lane,-9129828.930873215,3253335.8759755604
1571,Gay Road,Todd Street,-9129830.077463971,3253754.5929715023
1614,Gay Road,Wall Street,-9129828.42993551,3253281.418491625
10104,Geneva Drive,Maggiore Boulevard,-9119162.263869558,3264609.525553492
10102,Geneva Drive,Placid Pass,-9118711.24182066,3264617.5154465064
10103,Geneva Drive,Village Lakes Boulevard,-9118174.069617838,3264382.6297079707
579,Gentry Circle,George Jenkins / Swindell,-9131899.907547984,3253067.8786552697
578,Gentry Circle,New Tampa Highway,-9131899.907547984,3253067.8786552697
649,George Jenkins / Swindell,Glades Avenue,-9131497.131366398,3253146.3855574704
809,George Jenkins / Swindell,Griffin Sub DUKE to 1??? 230KV,-9130739.351119662,3255443.2657564115
656,George Jenkins / Swindell,Hayward Street,-9131122.619203521,3252707.383313204
749,George Jenkins / Swindell,Hemlock Lane,-9130990.694474982,3255385.0638695676
570,George Jenkins / Swindell,Hibiscus Parkway East,-9132088.928043352,3253030.107223172
572,George Jenkins / Swindell,Hibiscus Parkway West,-9132119.028833663,3253024.3690014514
1808,George Jenkins / Swindell,Hickory Street,-9127089.725559114,3253732.900086891
1727,George Jenkins / Swindell,Highlands West,-9127873.971371751,3252924.990952981
1748,George Jenkins / Swindell,Imperial Drive West,-9127751.531063829,3254089.7019962063
1765,George Jenkins / Swindell,Ithaca Avenue,-9127422.76007972,3254148.0473791766
789,George Jenkins / Swindell,Jane Court,-9130099.359312199,3255900.720428911
781,George Jenkins / Swindell,Jerry Court,-9130195.316713264,3255900.442917662
8549,George Jenkins / Swindell,Kathleen Road,-9124163.024826668,3255058.588224313
1525,George Jenkins / Swindell,Keen Court,-9129895.232761933,3255900.7708855034
1732,George Jenkins / Swindell,Kelly Avenue,-9127768.106536008,3252928.143798672
718,George Jenkins / Swindell,Kraft Road,-9131476.103114586,3253150.295150013
714,George Jenkins / Swindell,Kraft Spur,-9131457.123141404,3253154.431752382
1799,George Jenkins / Swindell,Lakeland Subdivision,-9127090.549323346,3253849.146606724
1803,George Jenkins / Swindell,Lakeland Subdivision,-9127090.538191395,3253853.7500751726
1634,George Jenkins / Swindell,Lakeland Subdivision (North WYE),-9129809.461094277,3253000.7855662275
1648,George Jenkins / Swindell,Lakeland Subdivision (South WYE),-9129865.354610603,3252973.040400782
1552,George Jenkins / Swindell,Lakeland Winston to Praire,-9129865.354610603,3252973.040400782
1551,George Jenkins / Swindell,Lakeland Winston to Praire,-9129809.461094277,3253000.7855662275
1758,George Jenkins / Swindell,Lanier Street,-9127090.48253165,3253967.9922664776
738,George Jenkins / Swindell,Laura Road,-9130208.229774196,3254769.6569583393
764,George Jenkins / Swindell,Lazy Oaks Lane,-9130594.953685211,3255442.0777697354
1557,George Jenkins / Swindell,Lebanon Road,-9128224.961726224,3253115.045799882
580,George Jenkins / Swindell,Lee Avenue,-9131657.42030119,3253114.8944611875
1545,George Jenkins / Swindell,Markell Boulevard,-9127990.266843783,3254045.684568962
8566,George Jenkins / Swindell,Martin Luther King Jr. Avenue,-9123897.371993838,3255216.016541604
8659,George Jenkins / Swindell,Martin Luther King Jr. Avenue,-9123883.123099018,3255237.964068513
721,George Jenkins / Swindell,McCue Road,-9131678.036670886,3253110.8335401937
1588,George Jenkins / Swindell,Meadowbrook Avenue,-9129543.1848723,3253627.6774764727
1522,George Jenkins / Swindell,Mercury Drive East,-9129892.193739835,3256362.784535385
1523,George Jenkins / Swindell,Mercury Drive West,-9129981.36065196,3256355.34193662
1755,George Jenkins / Swindell,Mershon Street,-9127090.538191395,3253879.958344482
792,George Jenkins / Swindell,Milner Drive West,-9130194.092198864,3256237.7746472144
1710,George Jenkins / Swindell,Minnehaha Avenue,-9127546.803388309,3252929.0518183666
1760,George Jenkins / Swindell,Morrow Street,-9127090.282156568,3254083.1435166183
587,George Jenkins / Swindell,Nassau Avenue,-9131580.698908135,3253129.9905042313
1278,George Jenkins / Swindell,North Brunnell Parkway,-9126013.05457611,3254399.051422434
7182,George Jenkins / Swindell,North Florida Avenue,-9123463.949556436,3255243.95549726
7128,George Jenkins / Swindell,North Florida Avenue,-9123443.756200805,3255244.157313852
7351,George Jenkins / Swindell,North Florida Avenue,-9123439.882282523,3254674.16354502
677,George Jenkins / Swindell,North Galloway Road,-9130349.805902587,3253430.641094616
735,George Jenkins / Swindell,North Galloway Road,-9130326.540129011,3255062.3217807515
875,George Jenkins / Swindell,North Galloway Road,-9129681.577263253,3256363.16297272
7370,George Jenkins / Swindell,North Missouri Avenue,-9123551.101585776,3254651.876379676
8457,George Jenkins / Swindell,North Sloan Avenue,-9124912.193867756,3254446.9673495423
8451,George Jenkins / Swindell,North Veterans Avenue,-9125137.994322883,3254445.8826491367
1288,George Jenkins / Swindell,North Westgate Avenue,-9126181.113611361,3254368.8565292335
1830,George Jenkins / Swindell,Olive Street,-9127090.582719192,3253827.352673186
8464,George Jenkins / Swindell,Sloan Avenue,-9124912.193867756,3254446.9673495423
1302,George Jenkins / Swindell,Snowbird Avenue,-9126440.488024909,3254323.021970157
1723,George Jenkins / Swindell,Snowdown East,-9127597.709791452,3252928.2446897463
1725,George Jenkins / Swindell,Snowdown West,-9127711.700950023,3252927.9546279097
1409,George Jenkins / Swindell,South Chestnut Road,-9127551.334091585,3254124.1088410676
1749,George Jenkins / Swindell,South Jackson Avenue,-9127464.772055546,3254140.2906828034
1706,George Jenkins / Swindell,South Nokomis Avenue,-9127374.258177582,3252928.6482540504
1683,George Jenkins / Swindell,South Wabash Avenue,-9127085.829376936,3252929.5310510076
698,George Jenkins / Swindell,Stephens Avenue,-9130320.662459897,3254008.0996008455
1311,George Jenkins / Swindell,Strain Boulevard,-9126809.757039769,3254255.4433952915
889,George Jenkins / Swindell,Sutton Road,-9129846.107470645,3256362.5322438343
722,George Jenkins / Swindell,Swindell Road,-9131002.138118636,3255444.638355389
1526,George Jenkins / Swindell,Swindell Road,-9129678.961255219,3255898.563409806
8614,George Jenkins / Swindell,Vitis Subdivision,-9124376.645823129,3254791.334135673
1553,George Jenkins / Swindell,Vitis Subdivision,-9124374.271348758,3254766.528213108
8538,George Jenkins / Swindell,Vitis Subdivision (North Wye SSDG),-9124374.271348758,3254766.528213108
8477,George Jenkins / Swindell,Vitis Subdivision (South Wye),-9124375.287594259,3254765.100001763
1363,George Jenkins / Swindell,Wabash Avenue,-9127093.354574513,3254204.021849675
1811,George Jenkins / Swindell,Wayman Street,-9127089.28028115,3253626.8324701977
782,George Jenkins / Swindell,We Do Wee Court,-9129995.052949328,3255898.8283068715
7320,George Jenkins / Swindell,West Bay Street,-9123451.225738637,3254882.254533183
1663,George Jenkins / Swindell,West Highland Street,-9127951.672376325,3252933.1883533006
1874,George Jenkins / Swindell,West Highland Street,-9127085.829376936,3252929.5310510076
7285,George Jenkins / Swindell,West Peachtree Street,-9123453.908538366,3255100.805221366
7390,George Jenkins / Swindell,West Pine Street,-9123550.21102985,3254765.6207682355
725,George Jenkins / Swindell,West Ponderosa Drive,-9131002.427549312,3255385.000801226
1658,George Jenkins / Swindell,Wilkinson Road,-9128679.701846113,3253167.762214326
8577,George Jenkins Boulevard,Kathleen / Providence / Harden,-9123897.371993838,3255216.016541604
8594,George Jenkins Boulevard,Kathleen Road,-9124189.006795818,3255055.750217572
8595,George Jenkins Boulevard,Kathleen Road,-9124177.563152164,3255071.264661671
8605,George Jenkins Boulevard,Kathleen Road,-9124174.60205371,3255042.783687662
8592,George Jenkins Boulevard,Kathleen Road,-9124163.024826668,3255058.588224313
8583,George Jenkins Boulevard,Martin Luther King Jr. Avenue,-9123897.371993838,3255216.016541604
8665,George Jenkins Boulevard,Martin Luther King Jr. Avenue,-9123897.316334093,3255239.729963027
8586,George Jenkins Boulevard,Martin Luther King Jr. Avenue,-9123883.156494863,3255216.8994874023
8587,George Jenkins Boulevard,Martin Luther King Jr. Avenue,-9123883.123099018,3255237.964068513
1787,George Jenkins Boulevard,New Tampa Highway,-9127093.354574513,3254204.021849675
8429,George Jenkins Boulevard,North Brunnell Parkway,-9126013.05457611,3254399.051422434
7297,George Jenkins Boulevard,North Florida Avenue,-9123463.949556436,3255243.95549726
7292,George Jenkins Boulevard,North Florida Avenue,-9123461.856750008,3255220.96103882
7298,George Jenkins Boulevard,North Florida Avenue,-9123443.756200805,3255244.157313852
8459,George Jenkins Boulevard,North Sloan Avenue,-9124912.193867756,3254446.9673495423
8435,George Jenkins Boulevard,North Veterans Avenue,-9125137.994322883,3254445.8826491367
8430,George Jenkins Boulevard,North Westgate Avenue,-9126181.113611361,3254368.8565292335
8474,George Jenkins Boulevard,Sloan Avenue,-9124912.193867756,3254446.9673495423
8431,George Jenkins Boulevard,Snowbird Avenue,-9126440.488024909,3254323.021970157
1788,George Jenkins Boulevard,South Wabash Avenue,-9127093.354574513,3254204.021849675
1826,George Jenkins Boulevard,Strain Boulevard,-9126809.757039769,3254255.4433952915
8610,George Jenkins Boulevard,Vitis Subdivision,-9124376.645823129,3254791.334135673
8484,George Jenkins Boulevard,Vitis Subdivision,-9124375.287594259,3254765.100001763
8485,George Jenkins Boulevard,Vitis Subdivision,-9124374.271348758,3254766.528213108
8613,George Jenkins Boulevard,Vitis Subdivision,-9124372.23796254,3254797.3873725436
8488,George Jenkins Boulevard,Vitis Subdivision,-9124369.546674669,3254773.168176705
8491,George Jenkins Boulevard,Vitis Subdivision (North Wye Main),-9124372.23796254,3254797.3873725436
8489,George Jenkins Boulevard,Vitis Subdivision (North Wye Main),-9124369.546674669,3254773.168176705
8544,George Jenkins Boulevard,Vitis Subdivision (North Wye SSDG),-9124374.271348758,3254766.528213108
8480,George Jenkins Boulevard,Vitis Subdivision (South Wye),-9124375.287594259,3254765.100001763
1786,George Jenkins Boulevard,Wabash Avenue,-9127093.354574513,3254204.021849675
6579,George Street,Janie Avenue,-9121383.922607064,3254268.1443074327
6656,George Street,Tyler Avenue,-9121435.47466325,3254239.1605153903
931,George Wheeler Road,Knights Station Road,-9128030.275068775,3259126.4408262935
938,George Wheeler Road,Lakeland,-9128029.491220573,3258986.4587083533
10388,George Wheeler Road,St. Petersburg Lateral Loop,-9128025.22881522,3258209.632547867
888,George Wheeler Road,West Bella Vista Street,-9128022.248933489,3257758.848643285
937,George Wheeler Road,Wire Grass Road,-9128027.814908028,3258674.098319988
104,Georgia Avenue,Georgia Court,-9114008.460876504,3242845.553786259
106,Georgia Avenue,Walnut Street,-9114009.240112942,3242955.569960743
9839,Gibson Drive,Island Shores Lane,-9123040.35663007,3261779.052520112
9838,Gibson Drive,Island Shores Lane,-9123040.145123035,3261763.6439717175
9847,Gibson Drive,Kenilwood Lane,-9123038.03005271,3261538.5246813344
9841,Gibson Drive,Lakeland Park Boulevard,-9123040.267574474,3261718.667768576
2758,Gibson Road South,Mount View Drive,-9122875.503596153,3247015.574827287
9962,Gibson Shores Drive,West Daughtery Road,-9124519.91511415,3264228.9950062134
9975,Gibson Shores Drive,West Hilltop Lane,-9124519.91511415,3264228.9950062134
10441,Gibsonia-Galloway Road,Grandview Boulevard,-9126968.153543217,3263759.228471778
10611,Gibsonia-Galloway Road,Hidden Lake Road,-9128153.04933517,3263743.6914547877
10444,Gibsonia-Galloway Road,Loraine Street,-9125849.993785994,3263290.0966731706
10447,Gibsonia-Galloway Road,Myrtice Lane,-9127693.856435647,3263750.8856846453
10608,Gibsonia-Galloway Road,North Galloway Road,-9128868.4997025,3263725.769004054
10038,Gibsonia-Galloway Road,North Orange Avenue,-9125729.946847124,3263290.7655877527
10445,Gibsonia-Galloway Road,Sawyer Road,-9126320.685988916,3263395.6341337217
10442,Gibsonia-Galloway Road,Shirley Drive,-9125542.006150817,3263291.207323817
10066,Gibsonia-Galloway Road,St. Petersburg Lateral,-9126428.643153131,3263486.5415342115
10016,Gibsonia-Galloway Road,US Highway 98 North,-9125287.35168368,3263283.558981442
10009,Gibsonia-Galloway Road,US Highway 98 North,-9125264.787222894,3263283.9754752223
10418,Gibsonia-Galloway Road,West Daughtery Road,-9127120.661245605,3263757.9158392716
10443,Gibsonia-Galloway Road,Yale Street,-9125492.146150893,3263287.622951605
3324,Gilpin Avenue,Marietta Street,-9124610.640499147,3252052.5636340915
6345,Ginger Way,Nutmeg Drive,-9118709.460708806,3252516.136129588
2392,Ginny Drive,Noretta Lane,-9127392.848532544,3247149.702217029
650,Glades Avenue,New Tampa Highway,-9131497.131366398,3253146.3855574704
2844,Glen-Garry Road West,Glen Garry West,-9123073.318331294,3247988.784800889
2845,Glen-Garry Road West,Hawick Lane,-9123141.445859658,3247795.2718264875
2839,Glen Garry Road East,Glen Garry West,-9123003.187052092,3247979.9600450215
2847,Glen Garry Road East,Hawick Lane,-9123000.292745331,3247794.8936279323
259,Glen Heights Place,Lakeland Highlands,-9119690.485507168,3243209.4810137497
236,Glen Heights Place,Lakeland Highlands Road,-9119694.037077077,3243209.467498803
850,Glen Road,Harrelson Road,-9131243.834997047,3259453.0775386523
3826,Glendale Street,Independence Avenue,-9123315.104265297,3249938.8182068886
3819,Glendale Street,Lake to Lake Bikeway,-9122216.714849638,3249938.9442929677
4052,Glendale Street,Lake to Lake Bikeway,-9120710.116861241,3249893.0490375804
4030,Glendale Street,Lake to Lake Bikeway,-9120671.155039463,3249936.9269158463
4017,Glendale Street,Lakeland Highlands Road,-9119769.244525056,3249939.196465129
4050,Glendale Street,Maplewood Avenue,-9120845.370042555,3249916.374903494
4060,Glendale Street,New Jersey Road,-9120710.116861241,3249893.0490375804
4059,Glendale Street,New Jersey Road,-9120671.155039463,3249936.9269158463
4049,Glendale Street,Pinedale Avenue,-9120732.046800928,3249916.374903494
4041,Glendale Street,Pineway Avenue,-9120581.698696664,3249937.481694525
3893,Glendale Street,Polk Avenue,-9122956.878143923,3249937.8095183005
